"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016363","CC","GO:0016363","nuclear matrix","2/137","109/19520",0.178148933634555,0.409106106612786,0.38258398043301,"SRRM1/PRPF40A",2
"GO:0070461","CC","GO:0070461","SAGA-type complex","1/137","28/19520",0.179093660405597,0.409106106612786,0.38258398043301,"USP22",1
"GO:0120114","CC","GO:0120114","Sm-like protein family complex","2/137","113/19520",0.188235220760415,0.425813654729871,0.398208387301031,"DDX20/PRPF40A",2
"GO:0097386","CC","GO:0097386","glial cell projection","1/137","30/19520",0.190592922122395,0.427001450524213,0.399319178940646,"SLC2A13",1
"GO:0043198","CC","GO:0043198","dendritic shaft","1/137","32/19520",0.201932261513969,0.443869971063723,0.415094122476579,"LPAR1",1
"GO:1990752","CC","GO:1990752","microtubule end","1/137","32/19520",0.201932261513969,0.443869971063723,0.415094122476579,"DST",1
"GO:0005685","CC","GO:0005685","U1 snRNP","1/137","33/19520",0.207542651506404,0.449659744145496,0.420508547721335,"PRPF40A",1
"GO:0030016","CC","GO:0030016","myofibril","3/137","224/19520",0.208425975827097,0.449659744145496,0.420508547721335,"NEBL/DST/TPM4",3
"GO:0030018","CC","GO:0030018","Z disc","2/137","122/19520",0.211194013236398,0.451451422789732,0.422184072814432,"NEBL/DST",2
"GO:0070160","CC","GO:0070160","tight junction","2/137","124/19520",0.216335702097204,0.454862262623523,0.425373789758614,"PDCD6IP/AFDN",2
"GO:0043596","CC","GO:0043596","nuclear replication fork","1/137","35/19520",0.218646237827616,0.454862262623523,0.425373789758614,"MMS22L",1
"GO:0090543","CC","GO:0090543","Flemming body","1/137","35/19520",0.218646237827616,0.454862262623523,0.425373789758614,"PDCD6IP",1
"GO:0043292","CC","GO:0043292","contractile fiber","3/137","231/19520",0.221198303667996,0.456099157120736,0.426530497058922,"NEBL/DST/TPM4",3
"GO:0034399","CC","GO:0034399","nuclear periphery","2/137","128/19520",0.22665213716153,0.4632451575319,0.433213226153618,"SRRM1/PRPF40A",2
"GO:0031672","CC","GO:0031672","A band","1/137","37/19520",0.22959536506686,0.465180174439811,0.435022796968787,"DST",1
"GO:0032391","CC","GO:0032391","photoreceptor connecting cilium","1/137","39/19520",0.240392166283531,0.48231043424268,0.451042511354121,"CEP290",1
"GO:0031674","CC","GO:0031674","I band","2/137","134/19520",0.242190218053191,0.48231043424268,0.451042511354121,"NEBL/DST",2
"GO:1990391","CC","GO:1990391","DNA repair complex","1/137","40/19520",0.245734103207671,0.485220729215147,0.453764133487849,"ATM",1
"GO:0000776","CC","GO:0000776","kinetochore","2/137","137/19520",0.249978886505934,0.487433563781063,0.455833511193494,"TRAPPC12/XPO1",2
"GO:0001772","CC","GO:0001772","immunological synapse","1/137","41/19520",0.251038745294968,0.487433563781063,0.455833511193494,"PDCD6IP",1
"GO:0043209","CC","GO:0043209","myelin sheath","1/137","42/19520",0.256306351018803,0.493548593284142,0.46155210666283,"TSPAN2",1
"GO:0005891","CC","GO:0005891","voltage-gated calcium channel complex","1/137","43/19520",0.261537177074375,0.499493133264995,0.467111265352852,"CACHD1",1
"GO:0005819","CC","GO:0005819","spindle","4/137","381/19520",0.279201319428879,0.528893556316494,0.494605674983123,"EMD/ATM/CSPP1/CDK1",4
"GO:0030176","CC","GO:0030176","integral component of endoplasmic reticulum membrane","2/137","157/19520",0.301934199013314,0.567344099758889,0.530563490626113,"MARCHF6/ANKLE2",2
"GO:0032154","CC","GO:0032154","cleavage furrow","1/137","54/19520",0.31672047650189,0.590366968199522,0.552093799039083,"SPIRE2",1
"GO:0031227","CC","GO:0031227","intrinsic component of endoplasmic reticulum membrane","2/137","165/19520",0.322592268154452,0.596539670476089,0.557866328387397,"MARCHF6/ANKLE2",2
"GO:0000922","CC","GO:0000922","spindle pole","2/137","166/19520",0.325164883332033,0.596562345010738,0.557887532944309,"EMD/CSPP1",2
"GO:1904115","CC","GO:1904115","axon cytoplasm","1/137","58/19520",0.335755258200425,0.611179493442961,0.571557059601053,"DST",1
"GO:0031256","CC","GO:0031256","leading edge membrane","2/137","173/19520",0.343099213952619,0.619706332177987,0.579531108022784,"AKT2/PLEKHA1",2
"GO:0035580","CC","GO:0035580","specific granule lumen","1/137","62/19520",0.354263532777895,0.634949254901919,0.593785840364568,"CEP290",1
"GO:0098978","CC","GO:0098978","glutamatergic synapse","3/137","308/19520",0.367474760871554,0.644511447598948,0.60272812131458,"WNT3A/ARPC2/KPNA1",3
"GO:0035869","CC","GO:0035869","ciliary transition zone","1/137","67/19520",0.376680465344685,0.644511447598948,0.60272812131458,"CEP290",1
"GO:0034704","CC","GO:0034704","calcium channel complex","1/137","68/19520",0.381070265182642,0.644511447598948,0.60272812131458,"CACHD1",1
"GO:0035097","CC","GO:0035097","histone methyltransferase complex","1/137","68/19520",0.381070265182642,0.644511447598948,0.60272812131458,"SUZ12",1
"GO:0031594","CC","GO:0031594","neuromuscular junction","1/137","69/19520",0.385429373432178,0.644511447598948,0.60272812131458,"UTRN",1
"GO:0035861","CC","GO:0035861","site of double-strand break","1/137","69/19520",0.385429373432178,0.644511447598948,0.60272812131458,"ARPC2",1
"GO:0044291","CC","GO:0044291","cell-cell contact zone","1/137","69/19520",0.385429373432178,0.644511447598948,0.60272812131458,"AFDN",1
"GO:0048786","CC","GO:0048786","presynaptic active zone","1/137","70/19520",0.389758003108791,0.644511447598948,0.60272812131458,"PNISR",1
"GO:0030496","CC","GO:0030496","midbody","2/137","193/19520",0.393421347118419,0.644511447598948,0.60272812131458,"PDCD6IP/CDK1",2
"GO:0005801","CC","GO:0005801","cis-Golgi network","1/137","71/19520",0.394056365760415,0.644511447598948,0.60272812131458,"SCFD1",1
"GO:0005876","CC","GO:0005876","spindle microtubule","1/137","71/19520",0.394056365760415,0.644511447598948,0.60272812131458,"CDK1",1
"GO:0005881","CC","GO:0005881","cytoplasmic microtubule","1/137","72/19520",0.398324671477461,0.644511447598948,0.60272812131458,"MTUS2",1
"GO:0032153","CC","GO:0032153","cell division site","1/137","72/19520",0.398324671477461,0.644511447598948,0.60272812131458,"SPIRE2",1
"GO:0060170","CC","GO:0060170","ciliary membrane","1/137","72/19520",0.398324671477461,0.644511447598948,0.60272812131458,"TAS2R4",1
"GO:0099023","CC","GO:0099023","vesicle tethering complex","1/137","73/19520",0.402563128902779,0.646877303685156,0.604940600238659,"TRAPPC12",1
"GO:0017053","CC","GO:0017053","transcription repressor complex","1/137","74/19520",0.406771945241563,0.64916344685811,0.607078533994257,"DEPDC1",1
"GO:0031514","CC","GO:0031514","motile cilium","2/137","200/19520",0.410636600161592,0.650872978487422,0.608677237618687,"INTU/CFAP44",2
"GO:0015030","CC","GO:0015030","Cajal body","1/137","78/19520",0.423314894065931,0.666434934576769,0.623230320566484,"XPO1",1
"GO:0098858","CC","GO:0098858","actin-based cell projection","2/137","216/19520",0.449060833769389,0.698818687354741,0.653514652281144,"FSCN1/UTRN",2
"GO:0005643","CC","GO:0005643","nuclear pore","1/137","85/19520",0.451170464042674,0.698818687354741,0.653514652281144,"KPNA1",1
"GO:0120111","CC","GO:0120111","neuron projection cytoplasm","1/137","86/19520",0.455039239263983,0.698818687354741,0.653514652281144,"DST",1
"GO:0005581","CC","GO:0005581","collagen trimer","1/137","87/19520",0.458880940623499,0.698818687354741,0.653514652281144,"WDR33",1
"GO:0071013","CC","GO:0071013","catalytic step 2 spliceosome","1/137","87/19520",0.458880940623499,0.698818687354741,0.653514652281144,"SRRM1",1
"GO:0005902","CC","GO:0005902","microvillus","1/137","91/19520",0.473980749655287,0.701938431712597,0.656432145310628,"FSCN1",1
"GO:0090734","CC","GO:0090734","site of DNA damage","1/137","91/19520",0.473980749655287,0.701938431712597,0.656432145310628,"ARPC2",1
"GO:0097525","CC","GO:0097525","spliceosomal snRNP complex","1/137","91/19520",0.473980749655287,0.701938431712597,0.656432145310628,"PRPF40A",1
"GO:0005798","CC","GO:0005798","Golgi-associated vesicle","1/137","92/19520",0.477689877108951,0.701938431712597,0.656432145310628,"SCFD1",1
"GO:1905368","CC","GO:1905368","peptidase complex","1/137","92/19520",0.477689877108951,0.701938431712597,0.656432145310628,"USP22",1
"GO:0005684","CC","GO:0005684","U2-type spliceosomal complex","1/137","93/19520",0.481373039906772,0.701938431712597,0.656432145310628,"PRPF40A",1
"GO:0005604","CC","GO:0005604","basement membrane","1/137","94/19520",0.48503041847952,0.701938431712597,0.656432145310628,"DST",1
"GO:0032580","CC","GO:0032580","Golgi cisterna membrane","1/137","94/19520",0.48503041847952,0.701938431712597,0.656432145310628,"SCFD1",1
"GO:0005811","CC","GO:0005811","lipid droplet","1/137","95/19520",0.488662192013356,0.702828955179703,0.657264936626151,"ABHD4",1
"GO:0034708","CC","GO:0034708","methyltransferase complex","1/137","96/19520",0.492268538458359,0.703672205280967,0.658053519282404,"SUZ12",1
"GO:0009925","CC","GO:0009925","basal plasma membrane","2/137","240/19520",0.503970617725368,0.716007036158602,0.66958868978916,"SLC38A3/DST",2
"GO:0030532","CC","GO:0030532","small nuclear ribonucleoprotein complex","1/137","101/19520",0.509925007139247,0.720075919172392,0.673393789332212,"PRPF40A",1
"GO:0005796","CC","GO:0005796","Golgi lumen","1/137","102/19520",0.513382459841339,0.720591043030313,0.673875517990851,"WNT3A",1
"GO:0042470","CC","GO:0042470","melanosome","1/137","106/19520",0.52697179501191,0.730859691891518,0.6834784559365,"PDCD6IP",1
"GO:0048770","CC","GO:0048770","pigment granule","1/137","106/19520",0.52697179501191,0.730859691891518,0.6834784559365,"PDCD6IP",1
"GO:0061695","CC","GO:0061695","transferase complex, transferring phosphorus-containing groups","2/137","253/19520",0.532219197413398,0.733769662706046,0.686199774927272,"CCNT2/CDK1",2
"GO:0045178","CC","GO:0045178","basal part of cell","2/137","258/19520",0.542791502877331,0.743943648061284,0.695714186350511,"SLC38A3/DST",2
"GO:0005884","CC","GO:0005884","actin filament","1/137","113/19520",0.549852697377819,0.744581433758639,0.696310624748309,"TPM4",1
"GO:0043679","CC","GO:0043679","axon terminus","1/137","114/19520",0.553030426056091,0.744581433758639,0.696310624748309,"PRKCB",1
"GO:0001669","CC","GO:0001669","acrosomal vesicle","1/137","115/19520",0.556185884761147,0.744581433758639,0.696310624748309,"TCP1",1
"GO:0097733","CC","GO:0097733","photoreceptor cell cilium","1/137","115/19520",0.556185884761147,0.744581433758639,0.696310624748309,"CEP290",1
"GO:0000779","CC","GO:0000779","condensed chromosome, centromeric region","1/137","117/19520",0.562430610907813,0.744581433758639,0.696310624748309,"ATRX",1
"GO:0005923","CC","GO:0005923","bicellular tight junction","1/137","117/19520",0.562430610907813,0.744581433758639,0.696310624748309,"PDCD6IP",1
"GO:0031985","CC","GO:0031985","Golgi cisterna","1/137","119/19520",0.568588102474927,0.748480383483944,0.699956807685459,"SCFD1",1
"GO:0097731","CC","GO:0097731","9+0 non-motile cilium","1/137","126/19520",0.589469667060002,0.771073369235272,0.72108510246985,"CEP290",1
"GO:0140534","CC","GO:0140534","endoplasmic reticulum protein-containing complex","1/137","127/19520",0.592369669927527,0.771073369235272,0.72108510246985,"MARCHF6",1
"GO:0005793","CC","GO:0005793","endoplasmic reticulum-Golgi intermediate compartment","1/137","130/19520",0.600948220342636,0.773596327844388,0.723444499045802,"TRAPPC12",1
"GO:0044306","CC","GO:0044306","neuron projection terminus","1/137","130/19520",0.600948220342636,0.773596327844388,0.723444499045802,"PRKCB",1
"GO:0042383","CC","GO:0042383","sarcolemma","1/137","134/19520",0.612108107251753,0.783632906536585,0.732830411805164,"UTRN",1
"GO:0043296","CC","GO:0043296","apical junction complex","1/137","137/19520",0.620274190566596,0.789748013125775,0.73854907936316,"PDCD6IP",1
"GO:0030139","CC","GO:0030139","endocytic vesicle","2/137","307/19520",0.637535893647591,0.801172779432083,0.749233184289321,"LPAR1/WNT3A",2
"GO:0014069","CC","GO:0014069","postsynaptic density","2/137","313/19520",0.648026245135575,0.801172779432083,0.749233184289321,"KPNA1/PCBP2",2
"GO:0032279","CC","GO:0032279","asymmetric synapse","2/137","318/19520",0.656584995722217,0.801172779432083,0.749233184289321,"KPNA1/PCBP2",2
"GO:0005795","CC","GO:0005795","Golgi stack","1/137","152/19520",0.658614047356988,0.801172779432083,0.749233184289321,"SCFD1",1
"GO:0034774","CC","GO:0034774","secretory granule lumen","2/137","322/19520",0.663312776420726,0.801172779432083,0.749233184289321,"ROCK1/CEP290",2
"GO:0005911","CC","GO:0005911","cell-cell junction","3/137","485/19520",0.665367004908293,0.801172779432083,0.749233184289321,"FSCN1/PDCD6IP/AFDN",3
"GO:0098793","CC","GO:0098793","presynapse","3/137","487/19520",0.668094680833212,0.801172779432083,0.749233184289321,"PRKCB/WNT3A/PNISR",3
"GO:0036064","CC","GO:0036064","ciliary basal body","1/137","156/19520",0.668171981286671,0.801172779432083,0.749233184289321,"INTU",1
"GO:0060205","CC","GO:0060205","cytoplasmic vesicle lumen","2/137","326/19520",0.669935192180287,0.801172779432083,0.749233184289321,"ROCK1/CEP290",2
"GO:0072686","CC","GO:0072686","mitotic spindle","1/137","157/19520",0.670519659378167,0.801172779432083,0.749233184289321,"CDK1",1
"GO:0031983","CC","GO:0031983","vesicle lumen","2/137","328/19520",0.673207078514801,0.801172779432083,0.749233184289321,"ROCK1/CEP290",2
"GO:0042581","CC","GO:0042581","specific granule","1/137","160/19520",0.677464216350823,0.801172779432083,0.749233184289321,"CEP290",1
"GO:0097730","CC","GO:0097730","non-motile cilium","1/137","160/19520",0.677464216350823,0.801172779432083,0.749233184289321,"CEP290",1
"GO:0099572","CC","GO:0099572","postsynaptic specialization","2/137","333/19520",0.681272761761721,0.801172779432083,0.749233184289321,"KPNA1/PCBP2",2
"GO:0031901","CC","GO:0031901","early endosome membrane","1/137","162/19520",0.682012996377354,0.801172779432083,0.749233184289321,"WNT3A",1
"GO:0030666","CC","GO:0030666","endocytic vesicle membrane","1/137","163/19520",0.684263446811092,0.801172779432083,0.749233184289321,"WNT3A",1
"GO:0098984","CC","GO:0098984","neuron to neuron synapse","2/137","342/19520",0.69538419341382,0.8101225853271,0.757602779140319,"KPNA1/PCBP2",2
"GO:0005912","CC","GO:0005912","adherens junction","1/137","172/19520",0.703819062070173,0.815869858021643,0.762977459274815,"AFDN",1
"GO:0043197","CC","GO:0043197","dendritic spine","1/137","177/19520",0.714158705806116,0.822023109431768,0.768731798745769,"LPAR1",1
"GO:0044309","CC","GO:0044309","neuron spine","1/137","178/19520",0.716183224097206,0.822023109431768,0.768731798745769,"LPAR1",1
"GO:0031301","CC","GO:0031301","integral component of organelle membrane","2/137","371/19520",0.73739678907951,0.842222803213362,0.787621957375948,"MARCHF6/ANKLE2",2
"GO:0005769","CC","GO:0005769","early endosome","2/137","378/19520",0.746773927498796,0.848772317596192,0.793746870306807,"WNT3A/AKT2",2
"GO:0016323","CC","GO:0016323","basolateral plasma membrane","1/137","211/19520",0.775570382230166,0.86284277552694,0.806905148109675,"SLC38A3",1
"GO:0031300","CC","GO:0031300","intrinsic component of organelle membrane","2/137","402/19520",0.776785935312611,0.86284277552694,0.806905148109675,"MARCHF6/ANKLE2",2
"GO:0005882","CC","GO:0005882","intermediate filament","1/137","215/19520",0.781872834206687,0.86284277552694,0.806905148109675,"DST",1
"GO:0032838","CC","GO:0032838","plasma membrane bounded cell projection cytoplasm","1/137","216/19520",0.783420796999418,0.86284277552694,0.806905148109675,"DST",1
"GO:0000793","CC","GO:0000793","condensed chromosome","1/137","217/19520",0.784957854128049,0.86284277552694,0.806905148109675,"ATRX",1
"GO:0031968","CC","GO:0031968","organelle outer membrane","1/137","220/19520",0.789504351598366,0.86284277552694,0.806905148109675,"EMD",1
"GO:0045177","CC","GO:0045177","apical part of cell","2/137","414/19520",0.790602385436535,0.86284277552694,0.806905148109675,"SLC38A3/FAT4",2
"GO:0019867","CC","GO:0019867","outer membrane","1/137","222/19520",0.792482205848777,0.86284277552694,0.806905148109675,"EMD",1
"GO:0034703","CC","GO:0034703","cation channel complex","1/137","222/19520",0.792482205848777,0.86284277552694,0.806905148109675,"CACHD1",1
"GO:0003713","MF","GO:0003713","transcription coactivator activity","9/131","258/18337",9.98757971528868e-05,0.0300626149430189,0.0281754880389196,"PRKCB/WNT3A/BRD8/TCERG1/MYSM1/ASXL1/USP22/ARID1B/MRTFB",9
"GO:0003779","MF","GO:0003779","actin binding","11/131","439/18337",0.000315436344436671,0.0372886525734713,0.0349479240765529,"EMD/TRPM7/FSCN1/SPIRE2/ARPC2/NEBL/AFDN/PXK/DST/TPM4/UTRN",11
"GO:0033038","MF","GO:0033038","bitter taste receptor activity","3/131","20/18337",0.00037164770006782,0.0372886525734713,0.0349479240765529,"TAS2R3/TAS2R4/TAS2R5",3
"GO:0003712","MF","GO:0003712","transcription coregulator activity","11/131","480/18337",0.000665439831747181,0.0494538097163089,0.0463494352298331,"PRKCB/WNT3A/BRD8/TCERG1/MYSM1/ASXL1/USP22/ARID1B/MRTFB/TAF15/BTAF1",11
"GO:0008527","MF","GO:0008527","taste receptor activity","3/131","26/18337",0.00082149185575264,0.0494538097163089,0.0463494352298331,"TAS2R3/TAS2R4/TAS2R5",3
"GO:0106311","MF","GO:0106311","protein threonine kinase activity","7/131","248/18337",0.0020499595580631,0.090169110744791,0.0845089060311382,"TRPM7/AATK/AKT2/MARK3/ATM/ROCK1/SRPK2",7
